pm10,so2,co,o3,no2,categori
48.0,22.0,24.0,40.0,4.0,BAIK
25.0,24.0,20.0,91.0,1.0,SEDANG
52.0,24.0,31.0,87.0,4.0,SEDANG
31.0,23.0,26.0,24.0,5.0,BAIK
22.0,23.0,31.0,28.0,2.0,BAIK
14.0,22.0,15.0,21.0,1.0,BAIK
25.0,22.0,17.0,22.0,1.0,BAIK
39.0,22.0,18.0,24.0,2.0,BAIK
45.0,22.0,27.0,23.0,2.0,BAIK
18.0,22.0,20.0,29.0,3.0,BAIK
8.0,24.0,25.0,16.0,4.0,BAIK
8.0,22.0,21.0,7.0,4.0,BAIK
8.0,23.0,21.0,6.0,4.0,BAIK
6.0,22.0,16.0,4.0,1.0,BAIK
11.0,22.0,20.0,10.0,3.0,BAIK
10.0,22.0,19.0,5.0,2.0,BAIK
50.0,22.0,20.0,25.0,2.0,BAIK
33.0,22.0,16.0,19.0,2.0,BAIK
33.0,22.0,16.0,29.0,2.0,BAIK
27.0,22.0,21.0,15.0,3.0,BAIK
53.0,22.0,23.0,44.0,2.0,SEDANG
56.0,23.0,25.0,22.0,7.0,SEDANG
46.0,22.0,20.0,30.0,5.0,BAIK
63.0,23.0,25.0,41.0,6.0,SEDANG
72.0,22.0,29.0,21.0,5.0,SEDANG
59.0,22.0,30.0,15.0,3.0,SEDANG
64.0,23.0,34.0,24.0,6.0,SEDANG
58.0,22.0,25.0,29.0,4.0,SEDANG
55.0,2.0,18.0,36.0,3.0,SEDANG
49.0,1.0,16.0,33.0,3.0,BAIK
43.0,16.0,22.0,59.0,3.0,SEDANG
64.0,14.0,20.0,74.0,4.0,SEDANG
63.0,14.0,24.0,80.0,4.0,SEDANG
47.0,13.0,23.0,55.0,3.0,SEDANG
51.0,14.0,19.0,30.0,4.0,SEDANG
42.0,13.0,11.0,27.0,2.0,BAIK
40.0,14.0,11.0,42.0,4.0,BAIK
39.0,14.0,19.0,38.0,3.0,BAIK
29.0,14.0,17.0,50.0,4.0,BAIK
40.0,14.0,14.0,34.0,4.0,BAIK
6.0,17.0,24.0,16.0,6.0,BAIK
55.0,13.0,18.0,28.0,7.0,SEDANG
67.0,12.0,18.0,45.0,9.0,SEDANG
43.0,13.0,17.0,35.0,8.0,BAIK
25.0,12.0,18.0,16.0,8.0,BAIK
62.0,12.0,13.0,14.0,9.0,SEDANG
50.0,12.0,14.0,26.0,5.0,BAIK
34.0,11.0,11.0,24.0,3.0,BAIK
56.0,12.0,12.0,23.0,6.0,SEDANG
51.0,12.0,12.0,38.0,7.0,SEDANG
66.0,11.0,13.0,36.0,6.0,SEDANG
57.0,11.0,14.0,28.0,4.0,SEDANG
64.0,12.0,27.0,36.0,4.0,SEDANG
65.0,9.0,11.0,50.0,2.0,SEDANG
26.0,8.0,12.0,44.0,2.0,BAIK
53.0,8.0,12.0,38.0,2.0,SEDANG
56.0,7.0,20.0,29.0,2.0,SEDANG
39.0,6.0,9.0,22.0,2.0,BAIK
39.0,5.0,8.0,19.0,1.0,BAIK
38.0,5.0,10.0,31.0,1.0,BAIK
21.0,5.0,14.0,16.0,2.0,BAIK
48.0,5.0,20.0,22.0,4.0,BAIK
58.0,5.0,17.0,14.0,2.0,SEDANG
60.0,5.0,18.0,19.0,3.0,SEDANG
46.0,5.0,17.0,45.0,2.0,BAIK
64.0,8.0,16.0,34.0,2.0,SEDANG
58.0,7.0,16.0,23.0,4.0,SEDANG
56.0,7.0,16.0,39.0,4.0,SEDANG
68.0,7.0,15.0,21.0,4.0,SEDANG
63.0,7.0,15.0,18.0,3.0,SEDANG
55.0,8.0,15.0,20.0,5.0,SEDANG
53.0,11.0,20.0,65.0,3.0,SEDANG
62.0,10.0,15.0,37.0,2.0,SEDANG
74.0,11.0,19.0,34.0,7.0,SEDANG
79.0,10.0,18.0,38.0,2.0,SEDANG
76.0,10.0,18.0,31.0,5.0,SEDANG
53.0,10.0,18.0,29.0,4.0,SEDANG
57.0,10.0,16.0,40.0,3.0,SEDANG
56.0,10.0,13.0,49.0,3.0,SEDANG
46.0,12.0,11.0,32.0,3.0,BAIK
48.0,12.0,12.0,38.0,4.0,BAIK
64.0,11.0,16.0,37.0,4.0,SEDANG
53.0,12.0,19.0,29.0,5.0,SEDANG
72.0,11.0,19.0,28.0,4.0,SEDANG
60.0,11.0,18.0,28.0,4.0,SEDANG
69.0,11.0,17.0,29.0,4.0,SEDANG
62.0,11.0,14.0,29.0,4.0,SEDANG
63.0,11.0,13.0,31.0,2.0,SEDANG
74.0,12.0,13.0,48.0,2.0,SEDANG
62.0,11.0,13.0,45.0,2.0,SEDANG
64.0,12.0,13.0,34.0,3.0,SEDANG
59.0,11.0,15.0,33.0,3.0,SEDANG
60.0,11.0,11.0,27.0,3.0,SEDANG
55.0,11.0,10.0,47.0,2.0,SEDANG
54.0,10.0,13.0,18.0,3.0,SEDANG
60.0,11.0,16.0,18.0,3.0,SEDANG
62.0,10.0,16.0,17.0,4.0,SEDANG
62.0,12.0,17.0,21.0,4.0,SEDANG
68.0,11.0,20.0,17.0,4.0,SEDANG
67.0,11.0,19.0,29.0,3.0,SEDANG
62.0,10.0,13.0,22.0,3.0,SEDANG
70.0,11.0,17.0,24.0,3.0,SEDANG
55.0,10.0,16.0,34.0,3.0,SEDANG
60.0,10.0,17.0,34.0,3.0,SEDANG
49.0,10.0,18.0,36.0,4.0,BAIK
59.0,9.0,20.0,29.0,3.0,SEDANG
62.0,9.0,15.0,25.0,3.0,SEDANG
50.0,9.0,23.0,31.0,6.0,BAIK
50.0,10.0,22.0,37.0,3.0,BAIK
52.0,14.0,15.0,31.0,3.0,SEDANG
73.0,15.0,21.0,18.0,4.0,SEDANG
66.0,10.0,18.0,15.0,4.0,SEDANG
51.0,12.0,19.0,12.0,16.0,SEDANG
67.0,10.0,21.0,26.0,3.0,SEDANG
62.0,11.0,16.0,29.0,4.0,SEDANG
55.0,16.0,18.0,28.0,5.0,SEDANG
56.0,11.0,18.0,35.0,4.0,SEDANG
62.0,12.0,17.0,28.0,3.0,SEDANG
59.0,10.0,13.0,26.0,3.0,SEDANG
51.0,10.0,14.0,18.0,4.0,SEDANG
52.0,11.0,18.0,17.0,4.0,SEDANG
6.0,12.0,16.0,14.0,4.0,BAIK
8.0,11.0,19.0,8.0,3.0,BAIK
6.0,11.0,22.0,8.0,3.0,BAIK
5.0,10.0,22.0,19.0,3.0,BAIK
6.0,11.0,21.0,16.0,4.0,BAIK
26.0,11.0,19.0,19.0,4.0,BAIK
53.0,12.0,17.0,16.0,5.0,SEDANG
69.0,11.0,18.0,27.0,5.0,SEDANG
56.0,10.0,17.0,25.0,4.0,SEDANG
44.0,11.0,16.0,33.0,4.0,BAIK
41.0,11.0,17.0,28.0,4.0,BAIK
54.0,11.0,12.0,39.0,3.0,SEDANG
47.0,11.0,15.0,26.0,4.0,BAIK
63.0,11.0,19.0,14.0,4.0,SEDANG
37.0,10.0,17.0,33.0,5.0,BAIK
38.0,11.0,17.0,35.0,4.0,BAIK
46.0,11.0,16.0,37.0,3.0,BAIK
37.0,11.0,20.0,32.0,3.0,BAIK
37.0,12.0,11.0,35.0,3.0,BAIK
37.0,11.0,14.0,33.0,4.0,BAIK
51.0,11.0,15.0,30.0,4.0,SEDANG
27.0,11.0,18.0,19.0,5.0,BAIK
59.0,11.0,17.0,22.0,4.0,SEDANG
53.0,11.0,17.0,15.0,5.0,SEDANG
55.0,11.0,20.0,26.0,5.0,SEDANG
64.0,12.0,14.0,30.0,4.0,SEDANG
52.0,10.0,16.0,23.0,3.0,SEDANG
57.0,10.0,19.0,43.0,5.0,SEDANG
59.0,11.0,18.0,23.0,5.0,SEDANG
30.0,10.0,20.0,38.0,5.0,BAIK
43.0,10.0,16.0,35.0,3.0,BAIK
42.0,10.0,14.0,29.0,3.0,BAIK
33.0,10.0,14.0,39.0,4.0,BAIK
36.0,9.0,14.0,32.0,3.0,BAIK
43.0,10.0,27.0,28.0,5.0,BAIK
36.0,10.0,17.0,14.0,4.0,BAIK
29.0,10.0,18.0,16.0,4.0,BAIK
57.0,10.0,18.0,35.0,5.0,SEDANG
34.0,9.0,12.0,33.0,3.0,BAIK
42.0,9.0,24.0,44.0,2.0,BAIK
46.0,10.0,22.0,34.0,3.0,BAIK
47.0,10.0,16.0,19.0,3.0,BAIK
65.0,11.0,26.0,19.0,5.0,SEDANG
45.0,10.0,21.0,32.0,3.0,BAIK
51.0,11.0,21.0,37.0,4.0,SEDANG
45.0,10.0,17.0,28.0,2.0,BAIK
48.0,10.0,20.0,22.0,3.0,BAIK
45.0,10.0,19.0,41.0,3.0,BAIK
53.0,10.0,23.0,28.0,3.0,SEDANG
49.0,10.0,23.0,37.0,3.0,BAIK
58.0,11.0,32.0,31.0,5.0,SEDANG
49.0,14.0,23.0,72.0,4.0,SEDANG
59.0,16.0,20.0,65.0,3.0,SEDANG
59.0,15.0,20.0,75.0,4.0,SEDANG
37.0,15.0,18.0,32.0,2.0,BAIK
15.0,13.0,9.0,30.0,1.0,BAIK
21.0,17.0,19.0,130.0,2.0,TIDAK SEHAT
34.0,20.0,18.0,125.0,3.0,TIDAK SEHAT
31.0,17.0,14.0,62.0,3.0,SEDANG
53.0,16.0,18.0,43.0,3.0,SEDANG
41.0,15.0,17.0,61.0,3.0,SEDANG
51.0,18.0,21.0,127.0,3.0,TIDAK SEHAT
61.0,17.0,20.0,55.0,2.0,SEDANG
43.0,16.0,23.0,100.0,4.0,SEDANG
61.0,16.0,38.0,61.0,4.0,SEDANG
54.0,12.0,19.0,71.0,2.0,SEDANG
73.0,19.0,20.0,48.0,2.0,SEDANG
63.0,14.0,26.0,84.0,3.0,SEDANG
51.0,15.0,20.0,62.0,3.0,SEDANG
60.0,15.0,27.0,64.0,2.0,SEDANG
53.0,14.0,20.0,73.0,3.0,SEDANG
57.0,15.0,21.0,64.0,3.0,SEDANG
59.0,18.0,22.0,65.0,15.0,SEDANG
57.0,16.0,21.0,86.0,4.0,SEDANG
63.0,13.0,29.0,71.0,3.0,SEDANG
62.0,16.0,31.0,57.0,3.0,SEDANG
49.0,16.0,23.0,66.0,4.0,SEDANG
50.0,16.0,21.0,82.0,4.0,SEDANG
68.0,14.0,27.0,81.0,4.0,SEDANG
54.0,15.0,17.0,80.0,3.0,SEDANG
64.0,13.0,21.0,94.0,5.0,SEDANG
82.0,15.0,39.0,92.0,4.0,SEDANG
57.0,14.0,27.0,112.0,3.0,TIDAK SEHAT
52.0,15.0,18.0,63.0,3.0,SEDANG
50.0,15.0,15.0,69.0,3.0,SEDANG
23.0,13.0,10.0,34.0,2.0,BAIK
41.0,12.0,9.0,36.0,2.0,BAIK
35.0,13.0,12.0,62.0,3.0,SEDANG
36.0,17.0,12.0,86.0,3.0,SEDANG
60.0,15.0,20.0,88.0,3.0,SEDANG
48.0,14.0,17.0,49.0,3.0,BAIK
33.0,13.0,12.0,23.0,3.0,BAIK
21.0,11.0,4.0,20.0,1.0,BAIK
22.0,13.0,6.0,22.0,2.0,BAIK
22.0,14.0,7.0,18.0,2.0,BAIK
28.0,13.0,15.0,55.0,3.0,SEDANG
16.0,16.0,5.0,29.0,4.0,BAIK
61.0,15.0,28.0,198.0,8.0,TIDAK SEHAT
41.0,13.0,26.0,128.0,8.0,TIDAK SEHAT
65.0,12.0,32.0,99.0,9.0,SEDANG
62.0,15.0,22.0,47.0,5.0,SEDANG
29.0,19.0,22.0,47.0,12.0,BAIK
63.0,19.0,33.0,118.0,15.0,TIDAK SEHAT
52.0,12.0,22.0,64.0,10.0,SEDANG
48.0,11.0,19.0,80.0,11.0,SEDANG
24.0,18.0,22.0,73.0,9.0,SEDANG
53.0,23.0,22.0,33.0,11.0,SEDANG
61.0,20.0,47.0,93.0,9.0,SEDANG
61.0,37.0,47.0,31.0,10.0,SEDANG
51.0,26.0,16.0,37.0,7.0,SEDANG
54.0,22.0,27.0,31.0,6.0,SEDANG
45.0,20.0,29.0,30.0,7.0,BAIK
49.0,26.0,20.0,24.0,11.0,BAIK
59.0,25.0,34.0,65.0,10.0,SEDANG
45.0,17.0,23.0,132.0,13.0,TIDAK SEHAT
57.0,18.0,20.0,144.0,9.0,TIDAK SEHAT
56.0,21.0,22.0,64.0,11.0,SEDANG
30.0,17.0,19.0,60.0,7.0,SEDANG
52.0,14.0,33.0,17.0,18.0,SEDANG
53.0,14.0,35.0,28.0,15.0,SEDANG
31.0,13.0,19.0,22.0,9.0,BAIK
18.0,13.0,15.0,51.0,10.0,SEDANG
24.0,17.0,13.0,46.0,10.0,BAIK
41.0,21.0,25.0,41.0,18.0,BAIK
64.0,20.0,26.0,48.0,21.0,SEDANG
56.0,14.0,34.0,22.0,21.0,SEDANG
37.0,14.0,28.0,19.0,17.0,BAIK
49.0,14.0,32.0,16.0,19.0,BAIK
32.0,12.0,24.0,56.0,15.0,SEDANG
48.0,12.0,29.0,46.0,14.0,BAIK
36.0,12.0,23.0,49.0,11.0,BAIK
48.0,14.0,25.0,25.0,14.0,BAIK
55.0,14.0,24.0,22.0,17.0,SEDANG
42.0,13.0,22.0,28.0,13.0,BAIK
50.0,13.0,29.0,16.0,15.0,BAIK
30.0,19.0,24.0,21.0,12.0,BAIK
38.0,16.0,15.0,47.0,15.0,BAIK
52.0,21.0,32.0,42.0,22.0,SEDANG
40.0,15.0,28.0,29.0,21.0,BAIK
46.0,15.0,25.0,29.0,17.0,BAIK
45.0,17.0,39.0,66.0,16.0,SEDANG
56.0,18.0,41.0,33.0,27.0,SEDANG
48.0,14.0,29.0,109.0,21.0,TIDAK SEHAT
48.0,17.0,22.0,52.0,11.0,SEDANG
28.0,15.0,20.0,25.0,10.0,BAIK
41.0,15.0,20.0,17.0,12.0,BAIK
43.0,14.0,28.0,50.0,16.0,BAIK
47.0,16.0,30.0,99.0,18.0,SEDANG
57.0,29.0,28.0,60.0,16.0,SEDANG
47.0,15.0,42.0,28.0,12.0,BAIK
30.0,19.0,18.0,33.0,9.0,BAIK
31.0,19.0,18.0,21.0,8.0,BAIK
25.0,16.0,18.0,12.0,6.0,BAIK
21.0,15.0,16.0,25.0,8.0,BAIK
23.0,3.0,16.0,24.0,10.0,BAIK
30.0,7.0,20.0,28.0,9.0,BAIK
25.0,6.0,15.0,19.0,8.0,BAIK
16.0,5.0,9.0,28.0,4.0,BAIK
18.0,5.0,14.0,19.0,7.0,BAIK
44.0,8.0,29.0,32.0,12.0,BAIK
29.0,6.0,25.0,53.0,15.0,SEDANG
44.0,5.0,36.0,47.0,18.0,BAIK
53.0,6.0,34.0,54.0,20.0,SEDANG
40.0,6.0,25.0,79.0,16.0,SEDANG
51.0,8.0,35.0,94.0,18.0,SEDANG
51.0,9.0,31.0,76.0,20.0,SEDANG
49.0,6.0,49.0,54.0,15.0,SEDANG
51.0,7.0,44.0,46.0,18.0,SEDANG
50.0,5.0,30.0,43.0,17.0,BAIK
45.0,8.0,25.0,24.0,18.0,BAIK
45.0,7.0,27.0,72.0,14.0,SEDANG
61.0,10.0,41.0,87.0,13.0,SEDANG
47.0,7.0,24.0,84.0,17.0,SEDANG
46.0,14.0,27.0,70.0,18.0,SEDANG
57.0,16.0,32.0,81.0,27.0,SEDANG
52.0,11.0,23.0,52.0,17.0,SEDANG
31.0,7.0,19.0,44.0,9.0,BAIK
32.0,5.0,24.0,37.0,10.0,BAIK
35.0,7.0,17.0,70.0,14.0,SEDANG
42.0,6.0,25.0,44.0,23.0,BAIK
45.0,6.0,29.0,94.0,16.0,SEDANG
50.0,7.0,37.0,49.0,16.0,BAIK
51.0,5.0,19.0,60.0,16.0,SEDANG
37.0,4.0,21.0,20.0,9.0,BAIK
21.0,6.0,16.0,47.0,20.0,BAIK
43.0,9.0,16.0,31.0,16.0,BAIK
40.0,9.0,17.0,28.0,9.0,BAIK
50.0,16.0,18.0,27.0,10.0,BAIK
42.0,10.0,20.0,16.0,15.0,BAIK
65.0,13.0,36.0,60.0,12.0,SEDANG
33.0,7.0,22.0,67.0,22.0,SEDANG
44.0,8.0,31.0,32.0,11.0,BAIK
49.0,6.0,42.0,38.0,11.0,BAIK
53.0,8.0,35.0,48.0,19.0,SEDANG
42.0,4.0,29.0,48.0,21.0,BAIK
49.0,3.0,24.0,54.0,11.0,SEDANG
27.0,5.0,14.0,19.0,5.0,BAIK
41.0,15.0,24.0,42.0,16.0,BAIK
51.0,12.0,32.0,29.0,14.0,SEDANG
38.0,7.0,34.0,82.0,15.0,SEDANG
35.0,7.0,22.0,70.0,13.0,SEDANG
49.0,9.0,31.0,44.0,16.0,BAIK
55.0,4.0,30.0,61.0,21.0,SEDANG
52.0,6.0,26.0,57.0,19.0,SEDANG
35.0,3.0,24.0,42.0,16.0,BAIK
47.0,3.0,21.0,40.0,13.0,BAIK
57.0,2.0,19.0,46.0,12.0,SEDANG
51.0,3.0,28.0,41.0,15.0,SEDANG
53.0,6.0,23.0,31.0,13.0,SEDANG
56.0,11.0,19.0,38.0,12.0,SEDANG
48.0,7.0,23.0,78.0,18.0,SEDANG
53.0,7.0,24.0,47.0,18.0,SEDANG
47.0,10.0,21.0,59.0,15.0,SEDANG
72.0,12.0,18.0,80.0,16.0,SEDANG
54.0,8.0,22.0,47.0,15.0,SEDANG
55.0,7.0,21.0,66.0,16.0,SEDANG
52.0,10.0,16.0,44.0,10.0,SEDANG
47.0,7.0,20.0,59.0,16.0,SEDANG
55.0,11.0,22.0,38.0,13.0,SEDANG
51.0,9.0,15.0,49.0,19.0,SEDANG
49.0,8.0,14.0,75.0,15.0,SEDANG
58.0,13.0,32.0,60.0,14.0,SEDANG
52.0,10.0,26.0,39.0,10.0,SEDANG
51.0,10.0,19.0,40.0,11.0,SEDANG
53.0,6.0,19.0,54.0,10.0,SEDANG
48.0,6.0,16.0,42.0,16.0,BAIK
50.0,6.0,18.0,69.0,15.0,SEDANG
53.0,5.0,22.0,72.0,14.0,SEDANG
40.0,4.0,13.0,62.0,10.0,SEDANG
55.0,4.0,18.0,48.0,11.0,SEDANG
53.0,9.0,20.0,35.0,13.0,SEDANG
33.0,6.0,11.0,39.0,9.0,BAIK
43.0,5.0,9.0,34.0,8.0,BAIK
29.0,4.0,13.0,71.0,8.0,SEDANG
37.0,5.0,17.0,76.0,15.0,SEDANG
45.0,8.0,20.0,56.0,16.0,SEDANG
48.0,8.0,22.0,64.0,22.0,SEDANG
67.0,8.0,22.0,72.0,18.0,SEDANG
55.0,9.0,25.0,68.0,21.0,SEDANG
52.0,7.0,21.0,59.0,16.0,SEDANG
46.0,7.0,27.0,56.0,24.0,SEDANG
50.0,9.0,16.0,70.0,17.0,SEDANG
52.0,9.0,23.0,42.0,14.0,SEDANG
52.0,10.0,20.0,44.0,12.0,SEDANG
52.0,11.0,16.0,68.0,16.0,SEDANG
62.0,12.0,25.0,79.0,17.0,SEDANG
62.0,13.0,23.0,66.0,13.0,SEDANG
61.0,14.0,17.0,91.0,15.0,SEDANG
65.0,9.0,20.0,76.0,17.0,SEDANG
63.0,10.0,20.0,75.0,13.0,SEDANG
63.0,14.0,20.0,62.0,15.0,SEDANG
71.0,10.0,22.0,113.0,16.0,TIDAK SEHAT
62.0,8.0,28.0,69.0,21.0,SEDANG
59.0,14.0,26.0,51.0,14.0,SEDANG
57.0,13.0,16.0,58.0,12.0,SEDANG
59.0,10.0,23.0,51.0,15.0,SEDANG
61.0,11.0,24.0,73.0,15.0,SEDANG
60.0,26.0,21.0,45.0,16.0,SEDANG
58.0,25.0,20.0,29.0,16.0,SEDANG
58.0,22.0,23.0,43.0,13.0,SEDANG
57.0,27.0,22.0,42.0,13.0,SEDANG
63.0,23.0,12.0,41.0,7.0,SEDANG
60.0,23.0,17.0,36.0,10.0,SEDANG
60.0,21.0,22.0,72.0,15.0,SEDANG
62.0,26.0,20.0,32.0,14.0,SEDANG
59.0,20.0,18.0,105.0,14.0,TIDAK SEHAT
72.0,20.0,18.0,105.0,17.0,TIDAK SEHAT
58.0,23.0,23.0,39.0,13.0,SEDANG
62.0,23.0,24.0,51.0,19.0,SEDANG
64.0,23.0,27.0,65.0,19.0,SEDANG
66.0,22.0,23.0,49.0,16.0,SEDANG
55.0,22.0,26.0,34.0,18.0,SEDANG
62.0,22.0,22.0,64.0,22.0,SEDANG
57.0,19.0,18.0,69.0,12.0,SEDANG
59.0,20.0,24.0,79.0,21.0,SEDANG
64.0,25.0,23.0,42.0,15.0,SEDANG
62.0,22.0,20.0,52.0,19.0,SEDANG
66.0,23.0,25.0,75.0,25.0,SEDANG
65.0,22.0,21.0,38.0,21.0,SEDANG
59.0,15.0,17.0,47.0,13.0,SEDANG
66.0,14.0,15.0,73.0,13.0,SEDANG
65.0,14.0,27.0,53.0,17.0,SEDANG
64.0,20.0,26.0,63.0,15.0,SEDANG
63.0,21.0,22.0,64.0,13.0,SEDANG
64.0,20.0,22.0,62.0,18.0,SEDANG
61.0,20.0,22.0,63.0,20.0,SEDANG
62.0,20.0,20.0,63.0,19.0,SEDANG
57.0,19.0,16.0,65.0,17.0,SEDANG
54.0,21.0,20.0,90.0,18.0,SEDANG
55.0,20.0,22.0,51.0,13.0,SEDANG
63.0,22.0,24.0,73.0,21.0,SEDANG
66.0,20.0,21.0,66.0,14.0,SEDANG
73.0,21.0,24.0,43.0,14.0,SEDANG
57.0,19.0,13.0,40.0,9.0,SEDANG
55.0,19.0,17.0,37.0,10.0,SEDANG
57.0,19.0,17.0,32.0,10.0,SEDANG
52.0,18.0,19.0,45.0,18.0,SEDANG
59.0,18.0,21.0,52.0,17.0,SEDANG
66.0,17.0,26.0,81.0,19.0,SEDANG
62.0,16.0,22.0,76.0,14.0,SEDANG
69.0,18.0,24.0,115.0,19.0,TIDAK SEHAT
62.0,20.0,23.0,74.0,18.0,SEDANG
56.0,23.0,19.0,36.0,10.0,SEDANG
52.0,20.0,18.0,30.0,14.0,SEDANG
61.0,17.0,29.0,53.0,18.0,SEDANG
55.0,19.0,22.0,65.0,19.0,SEDANG
52.0,17.0,14.0,73.0,12.0,SEDANG
57.0,18.0,22.0,89.0,16.0,SEDANG
56.0,17.0,24.0,51.0,22.0,SEDANG
58.0,15.0,24.0,53.0,17.0,SEDANG
61.0,16.0,26.0,53.0,14.0,SEDANG
56.0,19.0,20.0,58.0,12.0,SEDANG
68.0,19.0,16.0,50.0,10.0,SEDANG
54.0,19.0,13.0,50.0,10.0,SEDANG
58.0,18.0,24.0,67.0,16.0,SEDANG
57.0,18.0,20.0,61.0,20.0,SEDANG
57.0,18.0,20.0,46.0,12.0,SEDANG
56.0,20.0,23.0,43.0,15.0,SEDANG
57.0,21.0,20.0,49.0,13.0,SEDANG
52.0,21.0,14.0,59.0,10.0,SEDANG
53.0,20.0,18.0,47.0,14.0,SEDANG
50.0,26.0,15.0,45.0,13.0,BAIK
54.0,24.0,20.0,69.0,16.0,SEDANG
57.0,22.0,21.0,90.0,18.0,SEDANG
57.0,21.0,22.0,90.0,18.0,SEDANG
63.0,21.0,20.0,89.0,14.0,SEDANG
55.0,21.0,16.0,50.0,14.0,SEDANG
51.0,21.0,15.0,35.0,10.0,SEDANG
51.0,22.0,17.0,35.0,14.0,SEDANG
52.0,20.0,20.0,47.0,16.0,SEDANG
55.0,20.0,19.0,41.0,13.0,SEDANG
51.0,22.0,16.0,95.0,14.0,SEDANG
58.0,22.0,16.0,75.0,12.0,SEDANG
56.0,23.0,18.0,45.0,12.0,SEDANG
54.0,22.0,18.0,48.0,12.0,SEDANG
67.0,25.0,24.0,71.0,17.0,SEDANG
59.0,20.0,21.0,64.0,14.0,SEDANG
58.0,23.0,23.0,46.0,16.0,SEDANG
61.0,19.0,18.0,49.0,10.0,SEDANG
73.0,18.0,16.0,58.0,14.0,SEDANG
62.0,18.0,17.0,65.0,14.0,SEDANG
62.0,24.0,18.0,75.0,16.0,SEDANG
62.0,20.0,15.0,56.0,16.0,SEDANG
59.0,19.0,16.0,65.0,21.0,SEDANG
56.0,19.0,17.0,74.0,23.0,SEDANG
40.0,51.0,14.0,49.0,38.0,SEDANG
69.0,18.0,19.0,73.0,16.0,SEDANG
65.0,18.0,21.0,92.0,24.0,SEDANG
66.0,19.0,16.0,72.0,14.0,SEDANG
63.0,19.0,17.0,84.0,13.0,SEDANG
62.0,19.0,18.0,79.0,13.0,SEDANG
59.0,18.0,18.0,91.0,14.0,SEDANG
66.0,19.0,22.0,78.0,17.0,SEDANG
58.0,18.0,20.0,70.0,12.0,SEDANG
57.0,18.0,17.0,41.0,13.0,SEDANG
57.0,19.0,17.0,30.0,11.0,SEDANG
62.0,20.0,22.0,76.0,12.0,SEDANG
58.0,22.0,40.0,53.0,11.0,SEDANG
55.0,23.0,16.0,66.0,16.0,SEDANG
52.0,22.0,15.0,73.0,17.0,SEDANG
63.0,25.0,14.0,61.0,18.0,SEDANG
61.0,21.0,13.0,56.0,12.0,SEDANG
63.0,23.0,13.0,93.0,15.0,SEDANG
68.0,22.0,28.0,72.0,12.0,SEDANG
59.0,19.0,16.0,45.0,15.0,SEDANG
62.0,21.0,21.0,43.0,14.0,SEDANG
56.0,23.0,19.0,89.0,16.0,SEDANG
59.0,28.0,18.0,58.0,14.0,SEDANG
49.0,22.0,13.0,86.0,14.0,SEDANG
47.0,19.0,15.0,58.0,13.0,SEDANG
43.0,20.0,13.0,62.0,12.0,SEDANG
41.0,22.0,14.0,70.0,12.0,SEDANG
59.0,21.0,15.0,92.0,17.0,SEDANG
56.0,20.0,21.0,86.0,17.0,SEDANG
55.0,22.0,22.0,85.0,21.0,SEDANG
72.0,24.0,20.0,86.0,19.0,SEDANG
59.0,27.0,17.0,129.0,16.0,TIDAK SEHAT
63.0,27.0,16.0,79.0,20.0,SEDANG
59.0,24.0,13.0,78.0,18.0,SEDANG
62.0,22.0,17.0,78.0,15.0,SEDANG
73.0,24.0,20.0,63.0,20.0,SEDANG
67.0,22.0,29.0,28.0,15.0,SEDANG
55.0,29.0,15.0,36.0,10.0,SEDANG
57.0,24.0,16.0,66.0,12.0,SEDANG
55.0,23.0,12.0,80.0,14.0,SEDANG
57.0,24.0,13.0,80.0,22.0,SEDANG
56.0,23.0,12.0,45.0,17.0,SEDANG
48.0,21.0,15.0,63.0,15.0,SEDANG
52.0,25.0,14.0,66.0,13.0,SEDANG
53.0,20.0,19.0,57.0,17.0,SEDANG
67.0,21.0,21.0,72.0,19.0,SEDANG
64.0,22.0,21.0,69.0,13.0,SEDANG
63.0,21.0,18.0,82.0,18.0,SEDANG
64.0,22.0,20.0,66.0,15.0,SEDANG
67.0,23.0,22.0,48.0,14.0,SEDANG
58.0,21.0,16.0,53.0,11.0,SEDANG
56.0,19.0,15.0,40.0,9.0,SEDANG
53.0,20.0,17.0,81.0,14.0,SEDANG
62.0,23.0,20.0,64.0,14.0,SEDANG
57.0,26.0,17.0,45.0,9.0,SEDANG
56.0,23.0,15.0,41.0,13.0,SEDANG
54.0,19.0,19.0,40.0,11.0,SEDANG
42.0,23.0,14.0,31.0,10.0,BAIK
51.0,21.0,22.0,57.0,10.0,SEDANG
53.0,22.0,18.0,69.0,19.0,SEDANG
55.0,21.0,18.0,52.0,12.0,SEDANG
63.0,32.0,22.0,59.0,13.0,SEDANG
53.0,23.0,15.0,48.0,13.0,SEDANG
41.0,23.0,9.0,69.0,11.0,SEDANG
61.0,26.0,20.0,56.0,18.0,SEDANG
56.0,25.0,16.0,38.0,12.0,SEDANG
54.0,22.0,22.0,54.0,17.0,SEDANG
54.0,24.0,17.0,46.0,13.0,SEDANG
59.0,24.0,19.0,46.0,16.0,SEDANG
57.0,22.0,28.0,49.0,14.0,SEDANG
54.0,23.0,20.0,73.0,14.0,SEDANG
55.0,23.0,23.0,64.0,11.0,SEDANG
51.0,20.0,11.0,43.0,9.0,SEDANG
54.0,23.0,19.0,52.0,9.0,SEDANG
